id,date,time,country,nearest_places,hazard_type,landslide_type,trigger,storm_name,fatalities,injuries,source_name,source_link,comments,location_description,location_accuracy,landslide_size,photos_link,cat_src,cat_id,countryname,near,distance,adminname1,adminname2,population,countrycode,continentcode,key,version,tstamp,changeset_id,latitude,longitude,geolocation
4902,06/06/2013,10:00:00,United States,"State Route 174, Camillus, Ny",landslide,Mudslide,Downpour,,0,,www.syracuse.com,http://www.syracuse.com/news/index.ssf/2013/06/mudslide_in_camillus_closes_rt.html#incart_m-rpt-2,"A mudslide Thursday morning has closed Route 174 between West Genesee Street and Forward Road in the town of Camillus, police said. No injuries or property damage has been reported, according to Camillus Police Capt. Steve Rotunno. Department of Transportation officials are on the scene, directing traffic and cleaning up the area. ""The northern and western sides of Forward Road is a very steep embankment slope; water will seek the path of least resistance, and does so in these gullies,"" Cilento said, adding that there was a mudslide in the area during last week's rainstorm. (2nd link) A portion of Route 174 in Camillus was closed due to a mudslide that happened around 10:15 a.m. but reopened again at 4:30 p.m. Route 174 northbound and southbound closed between Main Street and Forward Road in the Village of Camillus due to mudslide that happened around 10:00 a.m., according to the Department of Transportation.",,Known_within_5_km,Small,,glc,4902,United States,Camillus,2.5486,New York,Onondaga County,1213,US,NA,sGA6sPFKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,43.026600000000002,-76.330200000000005,"(43.026600000000002, -76.330200000000005)"
4890,05/31/2013,,Ecuador,"Andean Foothills To Peruvian Amazon, Near El Reventador Volcano, Sucumbios",landslide,Landslide,Downpour,,0,,ens-newswire.com,http://ens-newswire.com/2013/06/11/oil-spilled-into-ecuadors-rivers-reaches-peru/,"Oil spilled from PetroecuadorÃ•s Trans-Ecuador pipeline after a May31 landslide in the Andean foothills has reached the Peruvian Amazon. The landslide that destroyed a 330-foot section of the pipeline is blamed on heavy rain in the province of Sucumbios near the El Reventador Volcano, one of EcuadorÃ•s most active volcanoes. The broken pipeline spilled some 11,000 barrels, or 420,000 gallons, of crude oil into the Quijos River, a well-known whitewater adventure river on the eastern slopes of the Andes. The oil was carried east into the River Coca, a tributary of the Napo River, which flows into the Amazon River.",,Known_within_15_km,Medium,,glc,4890,Ecuador,Cayambe,45.697920000000003,Pichincha,,26582,EC,SA,sJ85LkdcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,-0.1193,-77.766800000000003,"(-0.1193, -77.766800000000003)"
4884,05/29/2013,early morning,United States,"Ron'S Tire, Gardner Expressway, Quincy, Il",landslide,Landslide,Downpour,,0,,www.youtube.com,http://www.youtube.com/watch?v=_wyFzUcJwvI,"""Uprooted trees, limbs, and mud came crashing down on Ron's Tires Wednesday morning; you can see damage to several cars underneath feet of debris. [The owners] say weeks of heavy rain caused the slide sometime before they arrived to work around 7amÃ‰ It will be a few more days before they're able to dig out the vehicles and assess the damage. Andresen estimates the landslide caused anywhere from $6000 to $8000 dollars. This is the second time in a month a landslide occurred near Ron's Tires.""",,Exact_location,Small,,glc,4884,United States,Quincy,2.38934,Illinois,Adams County,40633,US,NA,S5o8n9mB4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,39.914099999999998,-91.411000000000001,"(39.914099999999998, -91.411000000000001)"
4886,05/29/2013,,United States,"State Route 174, Camillus, Ny",landslide,Mudslide,Downpour,,0,,www.syracuse.com,http://www.syracuse.com/news/index.ssf/2013/06/camillus_highway_closed_by_mud.html,"The portion of Route 174 that was shut down by mudslides twice in two weeks has reopened. Officials said the stretch of Route 174 between the village of Camillus and Forward Road reopened around 4:30 p.m. Thursday. The highway shut down after a torrential downpour around 10:15 a.m. caused a mudslide. The same road was closed off for a few hours of repairs on May 29 due to a mudslide also caused by heavy rain, according to Gene Cilento, spokesperson of the New York State Department of Transportation.",,Known_within_5_km,Small,,glc,4886,United States,Camillus,2.5486,New York,Onondaga County,1213,US,NA,hJENhumK7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,43.026600000000002,-76.330200000000005,"(43.026600000000002, -76.330200000000005)"
4881,05/28/2013,,Panama,"Villa Del Caribe, Colon",landslide,Landslide,Downpour,,0,,,,"HEAVY RAINS causing floods and landslides left 50 people homeless in Colon on Tuesday, May 28. Five dwellings were affected by a landslide in the area of La Represa, where a three-month-old infant was rescued by members of the civil defense agency Sinaproc. Four houses in the area of San Judas Tadeo were affected by landslides. Two of the homes were a total loss. Another damaged house was in Villa del Caribe.",,Known_within_5_km,Medium,,glc,4881,Panama,ColÃ³n,0.20365,ColÃ³n,,76643,PA,NA,DGkg-sgB4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,9.3581,-79.902900000000002,"(9.3581000000000003, -79.902900000000002)"
4879,05/28/2013,,Panama,"La Represa, Colon",landslide,Landslide,Downpour,,0,,www.newsroompanama.com,http://www.newsroompanama.com/panama/5804-rain-brings-floods-landslides-and-traffic-chaos-to-colon.html,"HEAVY RAINS causing floods and landslides left 50 people homeless in Colon on Tuesday, May 28. Five dwellings were affected by a landslide in the area of La Represa, where a three-month-old infant was rescued by members of the civil defense agency Sinaproc. Four houses in the area of San Judas Tadeo were affected by landslides. Two of the homes were a total loss. Another damaged house was in Villa del Caribe.",,Known_within_5_km,Medium,,glc,4879,Panama,Portobelo,2.67409,ColÃ³n,,1274,PA,NA,hGH_phmKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,9.5676,-79.666700000000006,"(9.5676000000000005, -79.666700000000006)"
4880,05/28/2013,,Panama,"San Judas Tadeo, Colon",landslide,Landslide,Downpour,,0,,,,"HEAVY RAINS causing floods and landslides left 50 people homeless in Colon on Tuesday, May 28. Five dwellings were affected by a landslide in the area of La Represa, where a three-month-old infant was rescued by members of the civil defense agency Sinaproc. Four houses in the area of San Judas Tadeo were affected by landslides. Two of the homes were a total loss. Another damaged house was in Villa del Caribe.",,Known_within_5_km,Medium,,glc,4880,Panama,Margarita,0.7476,ColÃ³n,,3302,PA,NA,S5Xd-hFQW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,9.338100000000001,-79.889700000000005,"(9.3381000000000007, -79.889700000000005)"
4877,05/27/2013,,United States,"Far-Eastern Slope Of Riverview Park, Hannibal, Mo",landslide,Landslide,Rain,,0,,www.connecttristates.com,http://www.connecttristates.com/news/story.aspx?id=907246#.Ud1iTfnVCAg,"The sign on the barricade says it all, Riverview Park in Hannibal is closed to the public. And it's going to stay that way for a while. Besides scenes where trees were completely toppled and their root ball torn from the ground, the parks and rec department is now having to figure out what they're going to do about a major landslide that happened over Memorial Day weekend. The landslide happened on the far eastern slope of the park just above the river and railroad tracks. There are many people who either walk, run or drive through the park on a daily basis. Dorian said they want to get some roads and the playground and bathroom area of the park open by June 21st. But he said other parts of the park will probably not reopen until at least 2014. Dorian also added that the parks department is responsible for 35 parks and properties in and around Hannibal. He said the storm that hit Hannibal last month, caused damage in 22 of them. And in Riverview Park alone, between 300 and 440 trees were either damaged or completely destroyed.",,Known_within_1_km,Medium,,glc,4877,United States,Hannibal,1.97078,Missouri,Marion County,17916,US,NA,SGkun9dB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,39.724499999999999,-91.368099999999998,"(39.724499999999999, -91.368099999999998)"
4874,05/26/2013,,Mexico,"Tepeji Del Rio, Hidalgo",landslide,Landslide,Rain,,7,,en.apa.az,http://en.apa.az/xeber_7_killed_in_landslide_in_central_mexico_193672.html,"At least seven people were killed on the Mexico-Queretaro highway in central Mexico, after a landslide buried several vehicles, the Federal Police confirmed Monday, APA reports quoting Xinhua.. The landslide occurred in Tepeji del Rio municipality in the central state of Hidalgo, due to strong rain and hail on Sunday night. (2nd link) Mexican authorities acknowledge that a motorist tweeted them a warning about an impending mudslide on one of the nation's biggest highways hours before a massive slide swallowed two cars and killed seven people. Department spokeswoman Carolina Alvarez said Tuesday that several hours passed and an intense rainfall occurred between the time of the tweet and the mudslide.",,Known_within_10_km,Large,,glc,4874,Mexico,Tepeji de Ocampo,0.64483,Hidalgo,,33196,MX,NA,s52TNGmc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,19.900600000000001,-99.341700000000003,"(19.900600000000001, -99.341700000000003)"
4871,05/22/2013,21:30:00,United States,"Travelers Rest, Sc And Hwy 11",landslide,Landslide,Rain,,,,www.wspa.com,http://www.wspa.com/story/22401714/mudslide-shuts-down-greenville-county-road-motorists-urged-to-use-caution,"It happened in the northern part of the county on Dividing Waters Road in Travelers Rest, just off Highway 11 around 9:30 p.m. Wednesday.",,Known_within_5_km,Medium,,glc,4871,United States,Tigerville,7.92482,South Carolina,Greenville County,1312,US,NA,h9RTBsmc4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.097200000000001,-82.447999999999993,"(35.097200000000001, -82.447999999999993)"
4872,05/22/2013,1:13,United States,"Lilydale/Harriet Island Regional Park, Saint Paul, Mn,",landslide,Rock_Fall,Rain,,2,2,www.cbsnews.com,http://www.cbsnews.com/8301-201_162-57585821/minn-park-landslide-leaves-1-child-dead-1-missing/,"A fourth-grade field trip to a Mississippi River park popular with fossil hunters turned deadly Wednesday when gravel saturated by persistent rain gave way, killing one child and injuring two others. A fourth child was missing.The landslide at Lilydale Regional Park swept over a group of children from Peter Hobart Elementary School in St. Louis Park, burying one to the waist and completely burying another, Fire Marshal Steve Zaccard said.Another child suffered minor injuries in the landslide, which happened about 1:15 p.m. The three children were taken to Regions Hospital, and one died, Zaccard said. The child with minor injuries was treated and released, and the other child is in serious condition, Zaccard said.",Bluff,Known_within_5_km,Medium,http://extras.mnginteractive.com/live/media/site569/2013/0523/20130523__mudslidelilydalepark.jpg,glc,4872,United States,West Saint Paul,1.89742,Minnesota,Dakota County,19540,US,NA,DJMjKURpjs,2,Wed Oct 29 2014 14:45:16 GMT+0000 (UTC),3647493448,44.917900000000003,-93.125500000000002,"(44.917900000000003, -93.125500000000002)"
4868,05/19/2013,,United States,Highway 53 At Warhill Park Road,landslide,Landslide,Rain,,,,mableton.11alive.com,http://mableton.11alive.com/news/news/256562-weekend-storms-result-flooding-mudslide,"A mudslide in Dawson County has blocked one lane of Highway 53 at Warhill Park Road. Two feet of mud is covering that lane, according to Dawson County dispatchers.",,Known_within_5_km,Medium,,glc,4868,United States,Dawsonville,12.44051,Georgia,Dawson County,2536,US,NA,hJ4jIDmc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,34.342599999999997,-84.022599999999997,"(34.342599999999997, -84.022599999999997)"
4866,05/15/2013,,United States,"Point Lookout Trail, Old Fort, Nc",landslide,Mudslide,Rain,,,,www.hickoryrecord.com,http://www.hickoryrecord.com/news/article_64aebfc6-bd6f-11e2-9af2-0019bb30f31a.html,Old Highway 70 (Point Lookout Trail) is also closed because of a recent mudslide.,,Known_within_5_km,Medium,,glc,4866,United States,Black Mountain,7.32191,North Carolina,Buncombe County,7848,US,NA,SGHrQhFB4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.6357,-82.243399999999994,"(35.6357, -82.243399999999994)"
4862,05/13/2013,,United States,"Virgin Islands National Park, St John 00830, Usvi",landslide,Mudslide,Rain,,,,virginislandsdailynews.com,http://virginislandsdailynews.com/news/st-john-homeowner-slapped-with-10-500-in-fines-for-causing-landslide-1.1529169,"According to the Notice of Violation, the Division of Building Permits was notified on May 13 that a landslide occurred on a lower section of the roadway adjacent to plot 2B Denis Bay. Prior to the landslide report, the Division had met with the construction project manager to discuss concerns about possible environmental impacts and hazards created by the site. Mitigations efforts were discussed and it was indicated at the time that they would begin as quickly as possible.",,Known_within_1_km,Medium,,glc,4862,U.S. Virgin Islands,Cruz Bay,2.79535,Saint John Island,,2743,VI,NA,h9MbUZFc4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,18.3477,-64.773600000000002,"(18.3477, -64.773600000000002)"
4863,05/13/2013,,United States,"Tiny Branch Road, Frakes, Ky,",landslide,Landslide,Downpour,,,,thenewsjournal.net,http://thenewsjournal.net/details/7235/Wet-weather-forces-county-road-crews-to-tackle-pair-of-mudslides#comments,"Road crews cleaned up this mudslide on Tiny Branch Road Monday. It was the second big mudslide this past week they had to remove from rural roadways.County road crews worked diligently last week and into this week to deal with a pair of mudslides the spilled across local roadways, trapping residents in for a short time who live on one local rural roadway.",,Known_within_50_km,Medium,,glc,4863,United States,Jellico,15.98301,Tennessee,Campbell County,2355,US,NA,hGL_NsgcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,36.619500000000002,-83.952600000000004,"(36.619500000000002, -83.952600000000004)"
4850,05/08/2013,,United States,"Lower Alarka Road, Swain, Nc",landslide,Landslide,Rain,,,,www.thesmokymountaintimes.com,http://www.thesmokymountaintimes.com/articles/2013/05/08/news/5.9.13.news07.txt,Two straight weekends of steady rain triggered Swain County's 24th landslide on state-owned roads this year - this time on Lower Alarka Road.,,Known_within_10_km,Medium,,glc,4850,United States,Bryson City,6.61994,North Carolina,Swain County,1424,US,NA,s5IpMsmB4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.388399999999997,-83.498500000000007,"(35.388399999999997, -83.498500000000007)"
4828,04/29/2013,,United States,"Trimble, Athens County, Oh",landslide,Landslide,Rain,,,,www.nbc4i.com,http://www.nbc4i.com/story/22122404/landslide-closes-athens-co-road,"A home near the Village of Trimble in Athens County was destroyed by a landslide Tuesday.According to fire officials, the landslide knocked the home off of its foundation shortly after 4 p.m. Tuesday.A family was inside the home when the landslide started several hours earlier, but was not injured.A family was inside the home when the landslide started several hours earlier, but was not injured.",,Known_within_5_km,Medium,,glc,4828,United States,Glouster,2.06907,Ohio,Athens County,1791,US,NA,SJcLBDdc4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,39.484999999999999,-82.078999999999994,"(39.484999999999999, -82.078999999999994)"
4841,05/07/2013,,United States,"Mcmillan Street And Mcmicken Street Cincinati, Ohio",landslide,Landslide,Rain,,,,www.wlwt.com,http://www.wlwt.com/news/local-news/cincinnati/crews-cleaning-up-after-mudslide-closes-cincinnati-street/-/13549970/20048922/-/xjjfhr/-/index.html,About 600 tons of mud and some trees ended up on McMillan Street near McMicken Street at about 1 a.m. Tuesday. Crews were actually on the hillside Monday dealing with some trees that were hanging over the road when they noticed the beginnings of a mudslide event.  Read more: http://www.wlwt.com/news/local-news/cincinnati/crews-cleaning-up-after-mudslide-closes-cincinnati-street/-/13549970/20048922/-/xjjfhr/-/index.html#ixzz2XjqSuMFI,,Known_within_5_km,Medium,,glc,4841,United States,Ludlow,4.02153,Kentucky,Kenton County,4407,US,NA,h9j-SSdcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,39.1267,-84.531899999999993,"(39.1267, -84.531899999999993)"
4842,05/07/2013,,United States,"Hwy 987, Bell County, Ky",landslide,Mudslide,Rain,,,,www.wkyt.com,http://www.wkyt.com/news/headlines/Mudslide-causes-Bell-County-road-to-close-206415391.html?ref=391,"A portion of a Kentucky State Highway was shut down Tuesday morning after part of the road washed away. Highway 987 in Bell County Collapsed near mile marker 7 because of a mudslide Tuesday morning.The rain-soaked earth under the road gave way, causing the pavement to crumble.",,Known_within_25_km,Medium,,glc,4842,United States,Pineville,12.36833,Kentucky,Bell County,1732,US,NA,D9eC6hmKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,36.731000000000002,-83.561899999999994,"(36.731000000000002, -83.561899999999994)"
4843,05/07/2013,,United States,"Asheville, Nc (Holder Branch Rd.)",landslide,Mudslide,Rain,,,,www.wlos.com,http://www.wlos.com/template/cgi-bin/archived.pl?type=basic&file=/shared/news/features/top-stories/stories/archive/2013/05/ytczSl8Z.xml#.UdBjQ_m1Fgg,"The slides are happening on Holder Branch Road east of Canton. The first one hit Monday, stranding residents above the slide. One lane was reopened to local traffic that night. But by Wednesday morning, saturated land broke loose again, in the same spot. Residents were blocked againÃŠfrom getting in and out. Some are parking their cars along I-40 and walking in. But the Department of Transportation says that's dangerous.",,Known_within_5_km,Medium,,glc,4843,United States,Canton,4.10329,North Carolina,Haywood County,4227,US,NA,sGoQ8hgQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.542900000000003,-82.793800000000005,"(35.542900000000003, -82.793800000000005)"
4844,05/07/2013,,United States,"Lake Lure, Nc (Tryon Bay Circle)",landslide,Landslide,Rain,,,,mudslides.rsspump.com,http://mudslides.rsspump.com/?topic=lake-lure-mudslide&key=20130507022152_f12857b95d6d5195898ecbfb5c249ebd,Heavy rains are to blame for a mudslide in Lake Lure. It happened on Trying Bay Circle. The fire department says a total of three properties were damaged in the slide. Homeowners are not allowed back in their houses until an engineer can inspect the .,,Known_within_5_km,Medium,,glc,4844,United States,Lake Lure,0.23032,North Carolina,Rutherford County,1192,US,NA,D5arKSFK4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.429900000000004,-82.205500000000001,"(35.429900000000004, -82.205500000000001)"
4837,05/06/2013,,United States,"Caldwell, Nc",landslide,Landslide,Rain,,,,www.wsoctv.com,http://www.wsoctv.com/news/news/local/highway-90-northern-caldwell-county-closed-due-lan/nXhkr/,"Highway 90 in northern Caldwell County is closed Monday because of a landslide, Caldwell County here are two alternate routes residents can take. Officials said residents should use Mulberry Creek Road to Globe Mountain Road to where it joins Highway 90, or use Mulberry Creek Road north to Kirby Mountain Road to Highway 321 near Blowing Rock.",,Known_within_5_km,Medium,,glc,4837,United States,Lenoir,12.88531,North Carolina,Caldwell County,18228,US,NA,S53ABhFKU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.997399999999999,-81.638400000000004,"(35.997399999999999, -81.638400000000004)"
4839,05/06/2013,,United States,"Hendersonville, Nc ( Hwy 74A Grant Mountain Rd And Grant Mountain Road)",landslide,Mudslide,Rain,,,,wncmugshots.com,http://wncmugshots.com/mudslide-closes-us-74a-near-gerton,"The North Carolina Department of Transportation has closed U.S. Highway 74A in both directions east of Hendersonville, between Grant Mountain Road and Bearwallow Mountain Road because of a mudslide.",,Known_within_10_km,Medium,,glc,4839,United States,Fruitland,5.76576,North Carolina,Henderson County,2031,US,NA,hJ3wBDdQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.446199999999997,-82.374600000000001,"(35.446199999999997, -82.374600000000001)"
4838,05/06/2013,,United States,"Asheville, Nc (Holder Branch Rd.)",landslide,Landslide,Rain,,,,www.citizen-times.com,http://www.citizen-times.com/article/20130506/NEWS01/130506016/Landslide-strands-40-people-Canton,"A landslide this morning left about 40 people stranded on Holder Branch Road until rescue workers could reach them with four-wheelers. Greg Shuping, Haywood County's emergency operations chief, said no one was injured. Only one outbuilding was damaged.",,Known_within_5_km,Medium,,glc,4838,United States,Canton,4.10329,North Carolina,Haywood County,4227,US,NA,hG_cksdc4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.542900000000003,-82.793800000000005,"(35.542900000000003, -82.793800000000005)"
4809,04/17/2013,,United States,"Harlan, Ky",landslide,Landslide,Rain,,,,www.harlandaily.com,http://www.harlandaily.com/view/full_story/22281568/article-Flooding--mudslides-seen-throughout-county,"A home belonging to Casey Lester, located on Ivy Hill in Harlan, lost its front yard after rainfall caused a mudslide, which almost covered the roadway below his home. Harlan Fire Department Chief Linette Hutchison said the family was asked to evacuate their home.",,Known_within_5_km,Medium,,glc,4809,United States,Harlan,0.94084,Kentucky,Harlan County,1745,US,NA,DG5S8sFcW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,36.850200000000001,-83.316000000000003,"(36.850200000000001, -83.316000000000003)"
4824,04/26/2013,,Trinidad And Tobago,Mt St George,landslide,Landslide,Rain,,,,beforeitsnews.com,http://beforeitsnews.com/weather/2013/04/mudslide-in-zojila-along-srinagar-kargil-road-claims-1-2440466.html,"A total of 15 incident reports were received by the Tobago Emergency Management Agency (TEMA) on Saturday, as persistent rainfall was experienced in Tobago.According to Tobago Fire Service officials, two families had to be relocated to a guest house in Mt St George area, as their homes were threatened by landslides.One of those persons, Frank Edwards 48, told the Express the earth started slipping away, in the vicinity of his home, shortly after 6.30 p.m. on Saturday. His three-member family, including a 17-year-old girl, a pupil of the Roxborough Secondary School, have been relocated.",,Known_within_5_km,Large,,glc,4824,Trinidad and Tobago,Scarborough,6.35974,Tobago,,17000,TT,NA,SGOMiugB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,11.195399999999999,-60.676400000000001,"(11.195399999999999, -60.676400000000001)"
4822,04/25/2013,,United States,"Madison County, North Carolina",landslide,Landslide,Rain,,,,myfox8.com,http://myfox8.com/2013/04/29/landslide-destroys-home-in-madison-county/,"Heavy rain caused a wash-out in Madison County, taking part of a hillside down onto a home below on Sunday, WLOSÃŠreports.",,Known_within_25_km,Medium,,glc,4822,United States,Marshall,6.68251,North Carolina,Madison County,872,US,NA,D5rYnhdc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.8568,-82.695700000000002,"(35.8568, -82.695700000000002)"
4821,04/23/2013,,Ecuador,"Tabete, Chinca , Esmeraldas",landslide,Landslide,Rain,,14,,english.sina.com,http://english.sina.com/world/2013/0424/585265.html,"A total of 14 people were buried by a landslide which occurred Tuesday night in Ecuador's coastal province of Esmeraldas, and six bodies have been recovered, official sources said Wednesday According to Mayor of Esmeraldas Ernesto Estupilan, the landslide occurred Tuesday night at a site called Tabete, in the Chinca district of Esmeraldas, burying some 14 people who lived in two homes.The six bodies, unidentified yet, were recovered from the landslide by rescue units on Wednesday.The mayor, who had earlier reported 13 buried victims, said the search continued for the rest of the victims, despite difficulties accessing the site of the tragedy.He said the landslide covered an area of 300 square meters, and ranged from 4 to 20 meters in height.",,Known_within_10_km,Large,,glc,4821,Ecuador,Esmeraldas,21.26652,Esmeraldas,,165216,EC,SA,S5Rw0sdB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,0.7793,-79.586399999999998,"(0.77929999999999999, -79.586399999999998)"
4810,04/18/2013,10:00:00,United States,"Putnam Valley, Il",landslide,Mudslide,Rain,,,,newstrib.com,http://newstrib.com/main.asp?SectionID=2&SubSectionID=27&ArticleID=28289,"As of 10 a.m., 500 yards of Route 18 near Magnolia was covered by floodwaters from Little Sandy Creek. At the intersection of routes 18 and 89 Magnolia firefighters were directing traffic away from eastbound Route 18.By this afternoon, Putnam County Sheriff Kevin Doyle said Route 89 road from Spring Valley into Putnam County will remained closed due to mudslides and falling trees",,Known_within_5_km,Medium,,glc,4810,United States,Granville,2.1294,Illinois,Putnam County,1427,US,NA,DJeWl5dcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,41.258099999999999,-89.202500000000001,"(41.258099999999999, -89.202500000000001)"
4811,04/18/2013,,United States,"East Peoria, Il",landslide,Mudslide,Rain,,,,www.indianasnewscenter.com,http://www.indianasnewscenter.com/news/top-news/203610501.html,"According to a report from Granite Broadcasting sister station CINewsNow in Peoria, Ill., heavy rain on Wednesday caused mudslides in parts of East Peoria, and up to a foot of mud covered residential roadways and a Shell station.",Urban_area,Exact_Location,Small,http://www.centralillinoisproud.com/media/lib/193/7/b/f/7bfc65c3-305a-42e8-b4c6-0a1597062ce5/Story.jpg,glc,4811,United States,East Peoria,2.39991,Illinois,Tazewell County,23402,US,NA,h91ERWlraS,2,Mon Dec 01 2014 21:58:29 GMT+0000 (UTC),2082758587,40.653500000000001,-89.555599999999998,"(40.653500000000001, -89.555599999999998)"
4730,01/24/2013,,Ecuador,"Pueblo Nuevo, Azuay",landslide,Landslide,Rain,,10,17,www.nzweek.com,http://www.nzweek.com/world/landslide-kills-seven-in-ecuador-44711/,"ÃŠAt least seven people were killed and 17 were injured by a landslide Thursday in EcuadorÃ•s mining zone of Bella Rica in the southern province of Azuay, local authorities said. Patricio Lopez, the mayor of Ponce Enriquez, told reporters the landslide occurred early in the day due to heavy rains, causing damage to two mines in the region.",,Known_within_5_km,Large,,glc,4730,Ecuador,BalÃ¡o,16.34404,Guayas,,12205,EC,SA,D9J_-smQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,-2.9591,-79.675399999999996,"(-2.9590999999999998, -79.675399999999996)"
6395,04/18/2013,,,120 Kaitlin Court in East Peoria,landslide,Landslide,Rain,,0,0,Pekin Daily Times,http://www.pekintimes.com/article/20141125/NEWS/141129390,"And, if no plan to fix the slopes damaged in the floods of April 2013 is in place by Jan. 1, the homes will be devalued by another 50 percent. The house at 100 Kaitlin Court, for example, would drop from its pre-landslide market value of $190,000 to $37,000. The value of the house at 216 Sunnybrook Ave., next door to one of four houses deemed uninhabitable, would fall from $172,000 to $37,500 to zero.",Urban_area,Exact_Location,Small,http://www.pekintimes.com/storyimage/IP/20141125/NEWS/141129390/AR/0/AR-141129390.jpg&MaxW=650,glc,6395,United States,East Peoria,2.36449,Illinois,obe,23402,US,NA,D950KU82eS,1,Mon Dec 01 2014 21:55:58 GMT+0000 (UTC),3847187651,40.654499999999999,-89.556700000000006,"(40.654499999999999, -89.556700000000006)"
6396,04/18/2013,,,120 Kaitlin Court in East Peoria,landslide,Landslide,Rain,,0,0,Pekin Daily Times,http://www.pekintimes.com/article/20141125/NEWS/141129390,"And, if no plan to fix the slopes damaged in the floods of April 2013 is in place by Jan. 1, the homes will be devalued by another 50 percent. The house at 100 Kaitlin Court, for example, would drop from its pre-landslide market value of $190,000 to $37,000. The value of the house at 216 Sunnybrook Ave., next door to one of four houses deemed uninhabitable, would fall from $172,000 to $37,500 to zero.",Urban_area,Exact_Location,Small,,glc,6396,United States,East Peoria,2.33139,Illinois,obe,23402,US,NA,h9ai1U82as,1,Mon Dec 01 2014 21:58:05 GMT+0000 (UTC),2408394326,40.654899999999998,-89.556899999999999,"(40.654899999999998, -89.556899999999999)"
4014,10/15/2011,,Colombia,"Carmen de Atrato, Choco, Bogata",landslide,Landslide,Downpour,,5,,,http://latino.foxnews.com/latino/news/2011/10/17/missing-in-colombia-rains/,"Nine people, including two children, went missing over the weekend in the torrential rains inÂ Colombia, where the year's second rainy season has left at least 25 people dead, 13 others missing and about 70,000 affected, the emergency management office said. ",,Known_within_1_km,Medium,,glc,4014,Colombia,Ciudad BolÃvar,24.48479,Antioquia,,16225,CO,SA,DGTlsugKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,5.92,-76.2363,"(5.92, -76.2363)"
4806,04/17/2013,23:30:00,United States,"Iowa City, Iowa",landslide,Mudslide,Rain,,,,www.kcrg.com,http://www.kcrg.com/news/local/Mudslide-Impacts-University-of-Iowa-Residence-Hall-203542391.html,"ÃŠCrews are working to clean-up after a mudslide near Mayflower Hall on the University of Iowa Campus. The mud caused an access road to the hall to be closed last night. Crews arrived on the scene around 11:30 p.m Wednesday night. A residence hall director tells TV-9 the mud surrounded, but did not cover several vehicles.   There's no word yet on the amount of damage from the mud.",,Known_within_5_km,Medium,,glc,4806,United States,Iowa City,1.40658,Iowa,Johnson County,67862,US,NA,S9RM85dc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,41.673699999999997,-91.532200000000003,"(41.673699999999997, -91.532200000000003)"
